contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18F,W3F,W64F,Y14F,Y17F,Y18F,Y25F,Y41F,Y52F,Y70F,Y7F
k141_1135351,2536,WDS17251.1,WDS17251.1 polyprotein [hunnivirus A1],97.6,828,0,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,167,14,0,6,2,0,75,0,0,40,2
k141_1382669,1723,WDS17250.1,WDS17250.1 hypothetical protein [hunnivirus A1],98.6,574,0,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,112,4,0,0,0,0,0,0,0,0,0
k141_2199393,377,YP_006846323.1,YP_006846323.1 2C [hunnivirus A1],99.2,125,8.43E-82,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,6,0,0,0,2,0,0,0,0,8,2
k141_2220934,587,YP_006846318.1,YP_006846318.1 VP2 [hunnivirus A1],93.8,178,1.84E-123,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,22,0
k141_2349653,323,YP_006846323.1,YP_006846323.1 2C [hunnivirus A1],94.4,107,1.28E-65,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,10,0
k141_2448411,443,WDS17252.1,WDS17252.1 polyprotein [hunnivirus A1],95.2,147,1.76E-87,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,9,0,0,0,8,0,0,0,0,2,0
k141_245758,1062,WDS17252.1,WDS17252.1 polyprotein [hunnivirus A1],98.3,353,2.78E-232,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,58,8,0,0,0,0,18,0,0,0,0
k141_260577,547,WDS17250.1,WDS17250.1 hypothetical protein [hunnivirus A1],97.3,182,2.13E-110,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,42,0,0,0,0,0,15,0,0,0,0
k141_3067658,600,YP_006846322.1,YP_006846322.1 2B [hunnivirus A1],88.7,194,1.85E-116,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,18,0,0,0,2,0,0,0,0,2,0
k141_321604,464,WDS17251.1,WDS17251.1 polyprotein [hunnivirus A1],98.7,154,2.85E-100,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,29,0,0,0,0,0,0,0,0,0,0
k141_34496,386,YP_006846327.1,YP_006846327.1 3D [hunnivirus A1],73.4,128,9.61E-61,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,21,0,0,0,0,0,0
k141_411242,1039,WDS17254.1,WDS17254.1 polyprotein [hunnivirus A1],81.9,342,6.89E-188,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,93,0,0,0,0,0,18,0,0,0,0
k141_45542,1593,WDS17255.1,WDS17255.1 polyprotein [hunnivirus A1],81.9,531,6.11E-302,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,70,0,0,0,2,0,75,0,0,0,0
k141_465611,1232,WDS17253.1,WDS17253.1 polyprotein [hunnivirus A1],89.7,174,1.02E-92,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,56,6,0,0,0,0,28,0,0,22,0
k141_487000,355,WDS17251.1,WDS17251.1 polyprotein [hunnivirus A1],95.3,106,7.59E-58,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,9,0
k141_1691018,449,WDW25848.1,WDW25848.1 MAG: polyprotein [Canine picornavirus],96,149,4.85E-87,Viruses,Canine picornavirus,1196647,Canine picornavirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Mischivirus|Mischivirus D|Canine picornavirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,27,0,0,0,0,0,0,0,0,10,0
k141_150785,7025,AVK51671.1,AVK51671.1 polyprotein [Enterovirus E],97.6,2174,0,Viruses,Enterovirus E,12064,Enterovirus E,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus E,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,6,0,899,0,0,0,0,11,0,0
k141_2757133,753,AAZ73363.1,"AAZ73363.1 polyprotein, partial [Enterovirus E]",95.6,250,1.30E-166,Viruses,Enterovirus E,12064,Enterovirus E,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus E,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,4,0,0,83,0,0
k141_3056249,925,AAZ73362.1,"AAZ73362.1 polyprotein, partial [Enterovirus E]",96.7,307,8.14E-208,Viruses,Enterovirus E,12064,Enterovirus E,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus E,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,8,0,6,14,32,112,30,21,2,50
k141_199974,641,ANN02908.1,ANN02908.1 polyprotein [enterovirus E4],92,213,1.42E-126,Viruses,enterovirus E4,2768764,enterovirus E4,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus E|enterovirus E4,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,12,0,0
k141_1315039,1447,UDL09399.1,UDL09399.1 polyprotein [Enterovirus F],100,473,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,2,18,0,20,27,6,158,32,149,0,38
k141_1663547,281,YP_009020972.1,YP_009020972.1 RNA-directed RNA-polymerase [Enterovirus F],98.9,93,4.18E-56,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,7,0,5,0,2
k141_1695995,1143,UDL09388.1,UDL09388.1 polyprotein [Enterovirus F],99.5,380,1.06E-248,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,12,0,6,10,5,140,14,94,0,53
k141_2227606,2474,UDL09388.1,UDL09388.1 polyprotein [Enterovirus F],99.5,808,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,52,14,847,0,380,11,37,4,0,4
k141_2307708,7530,QGH82136.1,QGH82136.1 polyprotein [Enterovirus F],88,2176,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,4,133,3,26,6,6771,57,14,95,4,6
k141_2317360,1095,UDL09399.1,UDL09399.1 polyprotein [Enterovirus F],100,364,8.51E-247,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,15,0,8,20,0,130,29,92,2,34
k141_2362865,476,YP_009020972.1,YP_009020972.1 RNA-directed RNA-polymerase [Enterovirus F],98.7,158,5.52E-105,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,4,0,0,0,50,0,8,0,0,0
k141_2424087,3277,UDL09385.1,UDL09385.1 polyprotein [Enterovirus F],98.4,860,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,26,0,0,0,3,0,0,277,0,73
k141_3037306,1483,UDL09382.1,UDL09382.1 polyprotein [Enterovirus F],97.6,493,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,2,10,0,18,0,159,14,62,0,56
k141_394596,5437,UDL09388.1,UDL09388.1 polyprotein [Enterovirus F],84,1667,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,10,4,18,6,0,6,0,0,884,0,0
k141_546703,5098,UDL09385.1,UDL09385.1 polyprotein [Enterovirus F],97.7,1395,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,4,198,0,3325,25,1284,303,160,112,30,97
k141_731259,381,UDL09399.1,UDL09399.1 polyprotein [Enterovirus F],100,126,1.25E-77,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,4,0,13,0,37,4,5,2,0,2
k141_749350,341,UDL09388.1,UDL09388.1 polyprotein [Enterovirus F],100,113,1.08E-66,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2,4,0,24,2,2,0,10
k141_868044,407,AXK90117.1,"AXK90117.1 RNA polymerase, partial [Enterovirus F]",100,135,1.47E-91,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,0,33,0,0
k141_1130709,242,QPJ59877.1,"QPJ59877.1 polyprotein, partial [Bovine enterovirus type 2]",100,80,1.59E-44,Viruses,Bovine enterovirus type 2,269638,Bovine enterovirus type 2,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F|Bovine enterovirus type 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,9,0,6,0,0,0,0,0
k141_1336601,700,QSX72499.1,QSX72499.1 polyprotein [Bovine enterovirus GX20-1],93.9,181,9.38E-99,Viruses,Bovine enterovirus GX20-1,2816941,Bovine enterovirus GX20-1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|unclassified Enterovirus|Bovine enterovirus GX20-1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0,0,0,0,0,0,22,0,0
k141_1788457,338,QSX72499.1,QSX72499.1 polyprotein [Bovine enterovirus GX20-1],94.6,112,3.59E-66,Viruses,Bovine enterovirus GX20-1,2816941,Bovine enterovirus GX20-1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|unclassified Enterovirus|Bovine enterovirus GX20-1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0,0,0,0,0,0,10,0,0
k141_3193540,324,YP_009344963.1,YP_009344963.1 polyprotein [Enterovirus AN12],92.5,107,6.54E-58,Viruses,Enterovirus AN12,1929150,Enterovirus AN12,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|unclassified Enterovirus|Enterovirus AN12,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0,0,0,0,0,0,8,0,0
k141_1092020,323,NP_859019.1,NP_859019.1 VP0 [Aichivirus B],85,107,4.40E-62,Viruses,Aichivirus B,194965,Aichivirus B,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,4,0,0,0,0,2,24,0
k141_1954247,348,NP_859027.1,NP_859027.1 3C [Aichivirus B],91.5,106,1.35E-68,Viruses,Aichivirus B,194965,Aichivirus B,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,7,0,0,0,0,0,0,0,0,0
k141_798814,789,NP_859018.1,NP_859018.1 L [Aichivirus B] [Aichivirus B],85.4,89,5.78E-48,Viruses,Aichivirus B,194965,Aichivirus B,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,6,2,2,6,0,0,3,47,0,22,8
k141_1314069,791,ADG03747.2,ADG03747.2 polyprotein [aichivirus B3],77.2,263,3.06E-132,Viruses,aichivirus B3,2919880,aichivirus B3,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|aichivirus B3,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,37,0,0,0,0,0,0,0,0,0
k141_2355358,326,ADG03747.2,ADG03747.2 polyprotein [aichivirus B3],96.3,108,3.04E-66,Viruses,aichivirus B3,2919880,aichivirus B3,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|aichivirus B3,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,8,0,0,0,4,0
k141_1010794,8221,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],93.3,2463,0,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,24,112,39,78,14,810,5705,306,49,236,46
k141_1172932,479,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],96.8,158,2.14E-94,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,6,0,2,0,0,17,6,4
k141_1215805,2649,WDS17247.1,WDS17247.1 polyprotein [Bovine kobuvirus],96.7,843,0,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,4,0,0,0,0,2,4,8,4,2,371
k141_1296953,311,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],95.1,103,2.74E-55,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,6,0,0,0,2,0
k141_1296959,314,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],96.2,104,4.45E-56,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,6,0
k141_1610487,2495,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],92,830,0,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,12,2,19,50,0,18,2,145,26,22,8
k141_1936083,498,WCB70998.1,WCB70998.1 polyprotein [Bovine kobuvirus],84.2,165,3.82E-80,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,14,0,0,0,0,0,0,0,0,0
k141_2005357,342,QXU69728.1,QXU69728.1 polyprotein [Bovine kobuvirus],89.5,114,9.93E-66,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,2,0,0,0,0,0,6,4
k141_2280986,352,AZZ70004.1,"AZZ70004.1 VP0 protein, partial [Bovine kobuvirus]",97.3,111,9.97E-68,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,8,0,0,0,0,0,0,0,0,4
k141_236375,336,UOF38917.1,UOF38917.1 polyprotein [Bovine kobuvirus],94.5,110,3.17E-63,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,4,0,0,11,0
k141_2922557,436,AZZ69999.1,"AZZ69999.1 VP1 protein, partial [Bovine kobuvirus]",91.7,144,2.29E-91,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,22,2
k141_2934283,397,AHE40909.1,"AHE40909.1 VP1, partial [Bovine kobuvirus]",92.4,132,7.93E-84,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,2,0,0,0,0,0,0,2,0,0,2
k141_3204434,451,AZZ69986.1,"AZZ69986.1 VP1 protein, partial [Bovine kobuvirus]",90.7,150,1.08E-93,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,8,0,0,0,13,0,0,0
k141_429773,416,ALM04213.1,ALM04213.1 polyprotein [Bovine kobuvirus],90.6,138,3.06E-73,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,12,0,0,0,0,0,0,0,0,0
k141_989941,458,AQR58517.1,"AQR58517.1 2BC protein, partial [Bovine kobuvirus]",92.1,152,8.23E-94,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,12,0,0,0,0,0,0,0,0,0
k141_853470,2930,WCS91595.1,WCS91595.1 polyprotein [Aichivirus D],87.9,948,0,Viruses,Aichivirus D,1897731,Aichivirus D,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus D,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,2,0,2,0,382
k141_1072899,687,YP_009167353.1,YP_009167353.1 2C [Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN],100,209,3.44E-146,Viruses,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,1659219,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus D|Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,6,0,0,0,0,0,4,0,0,0,82
