contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18,W3,W64,Y14,Y17,Y18,Y25,Y41,Y52F,Y70,Y7
k141_1089218,351,YP_006846318.1,YP_006846318.1 VP2 [hunnivirus A1],93.1,116,6.95E-79,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0.505551759,0,0,0,0,0,0
k141_1135351,2536,WDS17251.1,WDS17251.1 polyprotein [hunnivirus A1],97.6,828,0,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,11.35597016,1.353276636,0,0.485656185,0.168517253,0,5.351767771,0,0,3.275803669,0.16914794
k141_1382669,1723,WDS17250.1,WDS17250.1 hypothetical protein [hunnivirus A1],98.6,574,0,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,7.615979985,0.386650467,0,0,0,0,0,0,0,0,0
k141_2199393,377,YP_006846323.1,YP_006846323.1 2C [hunnivirus A1],99.2,125,8.43E-82,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0.407998928,0,0,0,0.168517253,0,0,0,0,0.655160734,0.16914794
k141_2220934,587,YP_006846318.1,YP_006846318.1 VP2 [hunnivirus A1],93.8,178,1.84E-123,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,1.801692018,0
k141_2349653,323,YP_006846323.1,YP_006846323.1 2C [hunnivirus A1],94.4,107,1.28E-65,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,0.818950917,0
k141_2448411,443,WDS17252.1,WDS17252.1 polyprotein [hunnivirus A1],95.2,147,1.76E-87,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0.611998392,0,0,0,0.674069012,0,0,0,0,0.163790183,0
k141_245758,1062,WDS17252.1,WDS17252.1 polyprotein [hunnivirus A1],98.3,353,2.78E-232,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,3.943989635,0.773300935,0,0,0,0,1.284424265,0,0,0,0
k141_260577,547,WDS17250.1,WDS17250.1 hypothetical protein [hunnivirus A1],97.3,182,2.13E-110,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,2.855992494,0,0,0,0,0,1.070353554,0,0,0,0
k141_3067658,600,YP_006846322.1,YP_006846322.1 2B [hunnivirus A1],88.7,194,1.85E-116,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,1.223996783,0,0,0,0.168517253,0,0,0,0,0.163790183,0
k141_321604,464,WDS17251.1,WDS17251.1 polyprotein [hunnivirus A1],98.7,154,2.85E-100,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,1.971994818,0,0,0,0,0,0,0,0,0,0
k141_34496,386,YP_006846327.1,YP_006846327.1 3D [hunnivirus A1],73.4,128,9.61E-61,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,1.769431156,0,0,0,0,0,0
k141_411242,1039,WDS17254.1,WDS17254.1 polyprotein [hunnivirus A1],81.9,342,6.89E-188,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,6.323983381,0,0,0,0,0,1.284424265,0,0,0,0
k141_45542,1593,WDS17255.1,WDS17255.1 polyprotein [hunnivirus A1],81.9,531,6.11E-302,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,4.759987491,0,0,0,0.168517253,0,5.351767771,0,0,0,0
k141_465611,1232,WDS17253.1,WDS17253.1 polyprotein [hunnivirus A1],89.7,174,1.02E-92,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,3.807989993,0.579975701,0,0,0,0,1.997993301,0,0,1.801692018,0
k141_487000,355,WDS17251.1,WDS17251.1 polyprotein [hunnivirus A1],95.3,106,7.59E-58,Viruses,hunnivirus A1,1233320,hunnivirus A1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Hunnivirus|Hunnivirus A|hunnivirus A1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,0.737055826,0
k141_1691018,449,WDW25848.1,WDW25848.1 MAG: polyprotein [Canine picornavirus],96,149,4.85E-87,Viruses,Canine picornavirus,1196647,Canine picornavirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Caphthovirinae|Mischivirus|Mischivirus D|Canine picornavirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,1.835995175,0,0,0,0,0,0,0,0,0.818950917,0
k141_150785,7025,AVK51671.1,AVK51671.1 polyprotein [Enterovirus E],97.6,2174,0,Viruses,Enterovirus E,12064,Enterovirus E,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus E,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0.579975701,0,72.76748506,0,0,0,0,0.832104277,0,0
k141_2757133,753,AAZ73363.1,"AAZ73363.1 polyprotein, partial [Enterovirus E]",95.6,250,1.30E-166,Viruses,Enterovirus E,12064,Enterovirus E,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus E,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0.29160334,0,0,6.278605003,0,0
k141_3056249,925,AAZ73362.1,"AAZ73362.1 polyprotein, partial [Enterovirus E]",96.7,307,8.14E-208,Viruses,Enterovirus E,12064,Enterovirus E,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus E,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0.773300935,0,0.485656185,1.17962077,2.332826721,7.991973205,2.549342525,1.588562712,0.163790183,4.228698502
k141_199974,641,ANN02908.1,ANN02908.1 polyprotein [enterovirus E4],92,213,1.42E-126,Viruses,enterovirus E4,2768764,enterovirus E4,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus E|enterovirus E4,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0.907750121,0,0
k141_1315039,1447,UDL09399.1,UDL09399.1 polyprotein [Enterovirus F],100,473,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.135999643,1.739927103,0,1.61885395,2.274982914,0.43740501,11.27439077,2.719298693,11.27123067,0,3.213810862
k141_1663547,281,YP_009020972.1,YP_009020972.1 RNA-directed RNA-polymerase [Enterovirus F],98.9,93,4.18E-56,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0.499498325,0,0.378229217,0,0.16914794
k141_1695995,1143,UDL09388.1,UDL09388.1 polyprotein [Enterovirus F],99.5,380,1.06E-248,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,1.159951402,0,0.485656185,0.842586265,0.364504175,9.989966506,1.189693178,7.11070928,0,4.482420412
k141_2227606,2474,UDL09388.1,UDL09388.1 polyprotein [Enterovirus F],99.5,808,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,5.026456075,1.059254468,68.55846479,0,27.70231731,0.78492594,3.144189114,0.302583374,0,0.33829588
k141_2307708,7530,QGH82136.1,QGH82136.1 polyprotein [Enterovirus F],88,2176,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.271999285,12.85612804,0.2269831,2.104510135,0.505551759,493.611554,4.067343506,1.189693178,7.186355124,0.327580367,0.50744382
k141_2317360,1095,UDL09399.1,UDL09399.1 polyprotein [Enterovirus F],100,364,8.51E-247,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,1.449939252,0,0.64754158,1.685172529,0,9.27639747,2.46436444,6.959417594,0.163790183,2.875514981
k141_2362865,476,YP_009020972.1,YP_009020972.1 RNA-directed RNA-polymerase [Enterovirus F],98.7,158,5.52E-105,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0.386650467,0,0,0,3.645041752,0,0.679824673,0,0,0
k141_2424087,3277,UDL09385.1,UDL09385.1 polyprotein [Enterovirus F],98.4,860,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,2.513228037,0,0,0,0.218702505,0,0,20.95389862,0,6.173899813
k141_3037306,1483,UDL09382.1,UDL09382.1 polyprotein [Enterovirus F],97.6,493,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0.193325234,0.756610334,0,1.516655276,0,11.34574767,1.189693178,4.690042291,0,4.736142322
k141_394596,5437,UDL09388.1,UDL09388.1 polyprotein [Enterovirus F],84,1667,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.679998213,0.386650467,1.361898602,0.485656185,0,0.43740501,0,0,66.87092557,0,0
k141_546703,5098,UDL09385.1,UDL09385.1 polyprotein [Enterovirus F],97.7,1395,0,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.271999285,19.13919813,0,269.1344692,2.106465662,93.60467219,21.62114179,13.59649346,8.472334462,2.456852752,8.203675094
k141_731259,381,UDL09399.1,UDL09399.1 polyprotein [Enterovirus F],100,126,1.25E-77,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0.386650467,0,1.052255068,0,2.697330896,0.285427614,0.424890421,0.151291687,0,0.16914794
k141_749350,341,UDL09388.1,UDL09388.1 polyprotein [Enterovirus F],100,113,1.08E-66,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.161885395,0.337034506,0,1.712565687,0.169956168,0.151291687,0,0.8457397
k141_868044,407,AXK90117.1,"AXK90117.1 RNA polymerase, partial [Enterovirus F]",100,135,1.47E-91,Viruses,Enterovirus F,1330520,Enterovirus F,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,0,2.496312832,0,0
k141_1130709,242,QPJ59877.1,"QPJ59877.1 polyprotein, partial [Bovine enterovirus type 2]",100,80,1.59E-44,Viruses,Bovine enterovirus type 2,269638,Bovine enterovirus type 2,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|Enterovirus F|Bovine enterovirus type 2,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0.728484278,0,0.43740501,0,0,0,0,0
k141_1336601,700,QSX72499.1,QSX72499.1 polyprotein [Bovine enterovirus GX20-1],93.9,181,9.38E-99,Viruses,Bovine enterovirus GX20-1,2816941,Bovine enterovirus GX20-1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|unclassified Enterovirus|Bovine enterovirus GX20-1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0,0,0,0,0,0,1.664208555,0,0
k141_1788457,338,QSX72499.1,QSX72499.1 polyprotein [Bovine enterovirus GX20-1],94.6,112,3.59E-66,Viruses,Bovine enterovirus GX20-1,2816941,Bovine enterovirus GX20-1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|unclassified Enterovirus|Bovine enterovirus GX20-1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0,0,0,0,0,0,0.756458434,0,0
k141_3193540,324,YP_009344963.1,YP_009344963.1 polyprotein [Enterovirus AN12],92.5,107,6.54E-58,Viruses,Enterovirus AN12,1929150,Enterovirus AN12,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Ensavirinae|Enterovirus|unclassified Enterovirus|Enterovirus AN12,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0,0,0,0,0,0,0.605166747,0,0
k141_1092020,323,NP_859019.1,NP_859019.1 VP0 [Aichivirus B],85,107,4.40E-62,Viruses,Aichivirus B,194965,Aichivirus B,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.32377079,0,0,0,0,0.151291687,1.965482202,0
k141_1954247,348,NP_859027.1,NP_859027.1 3C [Aichivirus B],91.5,106,1.35E-68,Viruses,Aichivirus B,194965,Aichivirus B,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0.676638318,0,0,0,0,0,0,0,0,0
k141_798814,789,NP_859018.1,NP_859018.1 L [Aichivirus B] [Aichivirus B],85.4,89,5.78E-48,Viruses,Aichivirus B,194965,Aichivirus B,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0.407998928,0.193325234,0.151322067,0.485656185,0,0,0.214070711,3.993969955,0,1.801692018,0.67659176
k141_1314069,791,ADG03747.2,ADG03747.2 polyprotein [aichivirus B3],77.2,263,3.06E-132,Viruses,aichivirus B3,2919880,aichivirus B3,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|aichivirus B3,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,3.576516823,0,0,0,0,0,0,0,0,0
k141_2355358,326,ADG03747.2,ADG03747.2 polyprotein [aichivirus B3],96.3,108,3.04E-66,Viruses,aichivirus B3,2919880,aichivirus B3,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|aichivirus B3,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0.58320668,0,0,0,0.327580367,0
k141_1010794,8221,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],93.3,2463,0,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,1.631995711,10.82621308,2.950780304,6.313530406,1.17962077,59.04967638,407.0911351,26.00329375,3.706646327,19.32724165,3.890402622
k141_1172932,479,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],96.8,158,2.14E-94,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0.485656185,0,0.14580167,0,0,1.285979338,0.49137055,0.33829588
k141_1215805,2649,WDS17247.1,WDS17247.1 polyprotein [Bovine kobuvirus],96.7,843,0,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0.271999285,0,0,0,0,0.14580167,0.285427614,0.679824673,0.302583374,0.163790183,31.37694289
k141_1296953,311,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],95.1,103,2.74E-55,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0.43740501,0,0,0,0.163790183,0
k141_1296959,314,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],96.2,104,4.45E-56,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,0.49137055,0
k141_1610487,2495,UYM26440.1,UYM26440.1 polyprotein [Bovine kobuvirus],92,830,0,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0.815997856,0.193325234,1.437559635,4.047134875,0,1.312215031,0.142713807,12.3218222,1.966791929,1.801692018,0.67659176
k141_1936083,498,WCB70998.1,WCB70998.1 polyprotein [Bovine kobuvirus],84.2,165,3.82E-80,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,1.353276636,0,0,0,0,0,0,0,0,0
k141_2005357,342,QXU69728.1,QXU69728.1 polyprotein [Bovine kobuvirus],89.5,114,9.93E-66,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0.161885395,0,0,0,0,0,0.49137055,0.33829588
k141_2280986,352,AZZ70004.1,"AZZ70004.1 VP0 protein, partial [Bovine kobuvirus]",97.3,111,9.97E-68,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0.773300935,0,0,0,0,0,0,0,0,0.33829588
k141_236375,336,UOF38917.1,UOF38917.1 polyprotein [Bovine kobuvirus],94.5,110,3.17E-63,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0.285427614,0,0,0.900846009,0
k141_2922557,436,AZZ69999.1,"AZZ69999.1 VP1 protein, partial [Bovine kobuvirus]",91.7,144,2.29E-91,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0,0,0,1.801692018,0.16914794
k141_2934283,397,AHE40909.1,"AHE40909.1 VP1, partial [Bovine kobuvirus]",92.4,132,7.93E-84,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0.135999643,0,0,0,0,0,0,0.169956168,0,0,0.16914794
