contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18O,W3O,W64O,Y14O,Y17O,Y18O,Y25O,Y41O,Y52O,Y70O,Y7O
k141_470998,1408,ADY76802.1,ADY76802.1 PP287 [Orf virus],76.7,90,3.91E-38,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,2,1,0,6,185,128,8,0,0,0,0
k141_473698,366,AAR98190.1,AAR98190.1 ORF095 DNA helicase [Orf virus],100,121,1.94E-74,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,10,0,0,0
k141_489546,803,ADY76686.1,ADY76686.1 PP1 [Orf virus],78.3,69,4.53E-27,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,20,0,0,27,64,123,0,1,0,0,0
k141_504802,490,ADY76802.1,ADY76802.1 PP287 [Orf virus],81.6,38,1.21E-12,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,2,28,0,0,0,0,0
k141_516380,456,ADY76686.1,ADY76686.1 PP1 [Orf virus],71.8,85,2.23E-30,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,166,50,0,10,0,0,0
k141_524650,563,ADY76802.1,ADY76802.1 PP287 [Orf virus],77.8,90,2.04E-43,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,37,0,0,2,5,65,0,8,0,0,0
k141_526227,1619,ADY76686.1,ADY76686.1 PP1 [Orf virus],70.2,57,3.25E-14,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,28,0,0,11,296,161,0,0,0,0,0
k141_556670,405,ADY76686.1,ADY76686.1 PP1 [Orf virus],75.6,78,1.30E-32,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,13,0,129,0,4,0,0,0
k141_560268,483,ADY76686.1,ADY76686.1 PP1 [Orf virus],86.1,36,7.09E-11,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,30,0,6,0,0,0
k141_580647,419,ADY76686.1,ADY76686.1 PP1 [Orf virus],67.2,58,2.20E-19,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2,4,43,0,0,0,0,0
k141_581194,977,ADY76802.1,ADY76802.1 PP287 [Orf virus],83.1,71,4.15E-30,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,6,0,0,0,2,49,0,0,0,0,0
k141_594777,940,ADY76802.1,ADY76802.1 PP287 [Orf virus],76.7,43,1.83E-12,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,88,0,0,0,50,138,0,38,0,0,0
k141_596715,882,ADY76802.1,ADY76802.1 PP287 [Orf virus],85.7,42,2.79E-14,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,8,0,99,0,0,0,0,0
k141_597118,616,ADY76802.1,ADY76802.1 PP287 [Orf virus],71.7,46,3.11E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,18,0,0,0,110,52,0,0,0,0,0
k141_597194,434,ADY76802.1,ADY76802.1 PP287 [Orf virus],75.6,41,1.25E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,34,0,0,0,0,0
k141_604825,531,ADY76686.1,ADY76686.1 PP1 [Orf virus],73.6,72,3.74E-27,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,5,0,0,6,0,49,0,0,0,0,0
k141_61681,2377,ADY76686.1,ADY76686.1 PP1 [Orf virus],71.1,97,2.50E-36,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,62,0,0,55,361,483,22,54,0,0,0
k141_7353,302,QLI57638.1,QLI57638.1 serine/threonine protein kinase [Orf virus],100,100,2.88E-60,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,10,0,0,0
k141_87162,716,ADY76686.1,ADY76686.1 PP1 [Orf virus],48.9,94,3.39E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,42,52,0,12,0,0,0
k141_96612,2604,ADY76802.1,ADY76802.1 PP287 [Orf virus],68.4,76,1.57E-23,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,92,0,0,8,143,357,0,9,0,258,0
k141_100123,404,ADC53849.1,ADC53849.1 thioredoxin-like protein [Pseudocowpox virus],100,71,1.66E-44,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,36,0,0,0
k141_111634,697,ADC53857.1,ADC53857.1 virion core protein P4a precursor [Pseudocowpox virus],98.3,232,2.38E-153,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,70,0,0,0
k141_117931,382,YP_003457367.1,YP_003457367.1 topoisomerase I [Pseudocowpox virus],99.2,127,3.54E-80,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,24,0,0,0
k141_129333,623,YP_003457335.1,YP_003457335.1 DNA-binding virion core protein [Pseudocowpox virus],99,207,7.74E-138,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,32,0,0,0
k141_131053,522,YP_003457393.1,YP_003457393.1 virion formation protein [Pseudocowpox virus],98.8,173,1.80E-109,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,33,0,0,0
k141_135256,479,YP_003457316.1,YP_003457316.1 hypothetical protein PCPV_gp013 [Pseudocowpox virus],95.6,90,1.01E-48,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,82,0,0,0,0,2,0,353,0,0,0
k141_149295,531,QOI16147.1,"QOI16147.1 RNA polymerase subunit, partial [Pseudocowpox virus]",100,172,8.86E-116,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,45,0,0,0
k141_164526,362,ADC53853.1,ADC53853.1 hypothetical protein [Pseudocowpox virus],100,120,5.04E-73,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,28,0,0,0
k141_165486,382,ADC53815.1,ADC53815.1 late transcription factor [Pseudocowpox virus],100,121,5.91E-82,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,26,0,0,0
k141_166314,539,AEL20656.1,AEL20656.1 NF-kB inhibitor [Pseudocowpox virus],82.4,159,1.84E-62,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,35,0,0,0
k141_172878,535,YP_003457319.1,YP_003457319.1 RING-H2 motif protein [Pseudocowpox virus],98.9,93,8.16E-65,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,10,0,0,0,0,0,0,36,0,0,0
k141_20179,2300,ADC53794.1,ADC53794.1 hypothetical protein [Pseudocowpox virus],76.8,95,1.93E-34,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,122,0,0,22,596,375,26,40,0,0,0
k141_206857,334,YP_003457352.1,YP_003457352.1 IMV protein [Pseudocowpox virus],100,111,5.34E-71,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,28,0,0,0
k141_219919,351,ADC53786.1,ADC53786.1 hypothetical protein [Pseudocowpox virus],90.2,112,1.78E-57,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,16,0,0,0
k141_224542,470,YP_003457325.1,YP_003457325.1 dsRNA-binding interferon resistance protein [Pseudocowpox virus],93,100,1.29E-60,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,42,0,0,0
k141_229533,349,ADC53838.1,ADC53838.1 NTPase [Pseudocowpox virus],98.9,88,4.55E-50,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,15,0,0,0
k141_23046,3052,YP_003457424.1,YP_003457424.1 GM-CSF/IL-2 inhibition factor [Pseudocowpox virus],97,265,3.43E-181,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,154,0,0,0,0,0,26,1405,0,74,0
k141_232571,625,ADC53857.1,ADC53857.1 virion core protein P4a precursor [Pseudocowpox virus],98.6,208,8.75E-128,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,83,0,0,0
k141_232750,374,ADC53853.1,ADC53853.1 hypothetical protein [Pseudocowpox virus],100,124,6.17E-78,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,12,0,0,0,0,0,0,16,0,0,0
k141_252370,305,ADC53803.1,ADC53803.1 IMV protein [Pseudocowpox virus],100,58,3.10E-26,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,20,0,0,0
k141_274258,585,AEL20656.1,AEL20656.1 NF-kB inhibitor [Pseudocowpox virus],90.3,165,6.10E-98,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,77,0,0,0
k141_281076,1309,YP_003457385.1,YP_003457385.1 virion core protein P4b precursor [Pseudocowpox virus],98.8,327,3.12E-196,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,143,0,0,0
k141_293580,1185,YP_003457400.1,YP_003457400.1 phosphorylated IMV membrane protein [Pseudocowpox virus],100,199,1.89E-129,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,12,145,0,0,0
k141_341576,509,YP_003457329.1,YP_003457329.1 hypothetical protein PCPV_gp026 [Pseudocowpox virus],99.2,121,2.48E-78,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,46,0,0,0
k141_349575,910,YP_003457312.1,YP_003457312.1 hypothetical protein PCPV_gp009 [Pseudocowpox virus],97.1,173,8.26E-109,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,4,0,0,0,0,0,0,178,0,0,0
k141_396162,719,YP_003457323.1,YP_003457323.1 poly(A)-polymerase subunit [Pseudocowpox virus],100,123,1.36E-72,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,26,0,0,0,0,0,0,212,0,0,0
k141_39872,1244,ADC53788.1,ADC53788.1 poly(A)-polymerase subunit [Pseudocowpox virus],98.7,319,1.24E-211,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,18,0,0,0,0,0,0,167,0,0,0
k141_403825,311,ADC53857.1,ADC53857.1 virion core protein P4a precursor [Pseudocowpox virus],99,103,5.23E-62,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,16,0,0,0
k141_40693,852,ADC53785.1,ADC53785.1 hypothetical protein [Pseudocowpox virus],99.3,275,9.63E-194,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,67,0,0,0
k141_408258,870,YP_003457334.1,YP_003457334.1 hypothetical protein PCPV_gp031 [Pseudocowpox virus],99.5,182,3.86E-118,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,104,0,0,0
k141_416484,316,ADC53842.1,ADC53842.1 NPH-1 [Pseudocowpox virus],98.1,104,3.76E-64,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,8,0,0,0
k141_421698,358,YP_003457383.1,YP_003457383.1 late transcription factor VLTF3 [Pseudocowpox virus],100,103,4.07E-66,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,28,0,0,0
k141_430640,688,AEL20655.1,AEL20655.1 hypothetical protein [Pseudocowpox virus],80.9,204,4.44E-56,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,42,0,0,0,0,0,0,171,0,0,0
k141_433115,1673,AEO18262.1,AEO18262.1 chemokine-binding protein [Pseudocowpox virus],85.6,284,4.15E-173,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,158,0,0,0,0,0,12,1102,0,0,0
k141_452102,344,YP_003457358.1,YP_003457358.1 poly(A)-polymerase subunit [Pseudocowpox virus],98.9,92,2.30E-60,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,18,0,0,0
k141_462524,687,AEL20654.1,AEL20654.1 hypothetical protein [Pseudocowpox virus],94.8,210,8.28E-136,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,32,0,0,0,0,0,0,218,0,0,0
k141_464209,630,AHA56667.1,AHA56667.1 putative DNA binding phosphoprotein [Pseudocowpox virus],97.6,209,6.11E-132,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,64,0,0,0
k141_466038,406,YP_003457334.1,YP_003457334.1 hypothetical protein PCPV_gp031 [Pseudocowpox virus],100,135,3.96E-86,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,31,0,0,0
k141_47393,408,YP_003457343.1,YP_003457343.1 hypothetical protein PCPV_gp040 [Pseudocowpox virus],100,107,1.06E-64,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,26,0,0,0
k141_473994,423,YP_003457369.1,YP_003457369.1 mRNA capping enzyme subunit [Pseudocowpox virus],100,140,3.53E-81,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,17,0,0,0
